DATETIME,ERRORLEVEL,TAG,VALUE,LINE,FILE
"2016-03-03 21:21:48",DEBUG,--,"Query:INSERT INTO ""tbl_users"" (""user_name"", ""password"", ""city"", ""role"", ""email"") VALUES ('sukhbeer', 'kdjhksajhd', 'new-delhi', 'parent', 'sukhbeer@gmail.com')",34,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:21:48",DEBUG,--,error00000||,35,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:23:09",DEBUG,--,"Query:INSERT INTO ""tbl_users"" (""user_name"", ""password"", ""city"", ""role"", ""email"") VALUES ('sukhbeer', 'kdjhksajhd', 'new-delhi', 'parent', 'sukhbeer@gmail.com')",34,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:23:09",DEBUG,--,"error00000|1062|Duplicate entry 'sukhbeer' for key 'user_name_UNIQUE'",35,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:23:25",DEBUG,--,"Query:INSERT INTO ""tbl_users"" (""user_name"", ""password"", ""city"", ""role"", ""email"") VALUES ('dsafasdsad', 'kjdsajhd', 'new-delhi', 'parent', 'sadsadsad@gmail.com')",34,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:23:25",DEBUG,--,error00000||,35,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:24:10",DEBUG,--,"Query:INSERT INTO ""tbl_users"" (""user_name"", ""password"", ""city"", ""role"", ""email"") VALUES ('dsfdsfdsf', 'dsfdsfds', NULL, 'parent', NULL)",34,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:24:10",DEBUG,--,"error00000|1048|Column 'city' cannot be null",35,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:29:43",DEBUG,--,"Query:INSERT INTO ""tbl_users"" (""user_name"", ""password"", ""city"", ""role"", ""email"") VALUES ('sudesh', 'djhfkdsjhf', 'new-delhi', 'parent', 'sudeh@gmail.com')",37,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:29:43",DEBUG,--,error00000||,38,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:31:22",DEBUG,--,"Query:INSERT INTO ""tbl_users"" (""user_name"", ""password"", ""city"", ""role"", ""email"") VALUES ('dffdsf', 'kjhdkjsahd', 'banglore', 'student', 'dsfdsf@gmail.com')",37,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:31:22",DEBUG,--,error00000||,38,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:32:10",DEBUG,--,"Query:INSERT INTO ""tbl_users"" (""user_name"", ""password"", ""city"", ""role"", ""email"") VALUES (NULL, NULL, NULL, NULL, NULL)",37,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:32:10",DEBUG,--,"error00000|1048|Column 'user_name' cannot be null",38,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:32:49",DEBUG,--,"Query:INSERT INTO ""tbl_users"" (""user_name"", ""password"", ""city"", ""role"", ""email"") VALUES ('dfgdfgdf', 'dakhakjsh', 'banglore', 'student', 'dfgdfg@gmail.com')",37,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:32:49",DEBUG,--,error00000||,38,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:33:02",DEBUG,--,"Query:INSERT INTO ""tbl_users"" (""user_name"", ""password"", ""city"", ""role"", ""email"") VALUES ('dfgdfgdf', 'dakhakjsh', 'banglore', 'student', 'dfgdfg@gmail.com')",37,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:33:02",DEBUG,--,"error00000|1062|Duplicate entry 'dfgdfgdf' for key 'user_name_UNIQUE'",38,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:33:37",DEBUG,--,"Query:INSERT INTO ""tbl_users"" (""user_name"", ""password"", ""city"", ""role"", ""email"") VALUES ('dfgdfgdf', 'dakhakjsh', 'banglore', 'student', 'dfgdfg@gmail.com')",37,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:33:37",DEBUG,--,"error00000|1062|Duplicate entry 'dfgdfgdf' for key 'user_name_UNIQUE'",38,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:34:45",DEBUG,--,"Query:INSERT INTO ""tbl_users"" (""user_name"", ""password"", ""city"", ""role"", ""email"") VALUES ('ramanSingh', 'dakjdkjh', 'new-delhi', 'parent', 'ramsnsingh@gmail.com')",37,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:34:45",DEBUG,--,error00000||,38,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:35:42",DEBUG,--,"Query:INSERT INTO ""tbl_users"" (""user_name"", ""password"", ""city"", ""role"", ""email"") VALUES ('dfggdf', 'dakhkdajsh', 'new-delhi', 'parent', 'dsfdsfdsf@gmail.com')",37,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:35:42",DEBUG,--,error00000||,38,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:36:00",DEBUG,--,"Query:INSERT INTO ""tbl_users"" (""user_name"", ""password"", ""city"", ""role"", ""email"") VALUES ('dfggdf', 'dakhkdajsh', 'new-delhi', 'parent', 'dsfdsfdsf@gmail.com')",37,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:36:00",DEBUG,--,"error00000|1062|Duplicate entry 'dfggdf' for key 'user_name_UNIQUE'",38,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:37:29",DEBUG,--,"Query:INSERT INTO ""tbl_users"" (""user_name"", ""password"", ""city"", ""role"", ""email"") VALUES ('susesj', 'lalksjlkj', 'banglore', 'student', 'sssjlkjlkj@gmail.com')",37,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:37:29",DEBUG,--,error00000||,38,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:37:35",DEBUG,--,"Query:INSERT INTO ""tbl_users"" (""user_name"", ""password"", ""city"", ""role"", ""email"") VALUES ('susesj', 'lalksjlkj', 'banglore', 'student', 'sssjlkjlkj@gmail.com')",37,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:37:35",DEBUG,--,"error00000|1062|Duplicate entry 'susesj' for key 'user_name_UNIQUE'",38,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:38:40",DEBUG,--,"Query:INSERT INTO ""tbl_users"" (""user_name"", ""password"", ""city"", ""role"", ""email"") VALUES ('dsfdsfdsf', 'dsfdsfds', 'new-delhi', 'student', NULL)",37,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:38:40",DEBUG,--,"error00000|1048|Column 'email' cannot be null",38,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:39:37",DEBUG,--,"Query:INSERT INTO ""tbl_users"" (""user_name"", ""password"", ""city"", ""role"", ""email"") VALUES ('fdsfdsfdsf', 'dsdfsfds', 'banglore', 'student', NULL)",37,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:39:37",DEBUG,--,"error00000|1048|Column 'email' cannot be null",38,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:42:16",DEBUG,--,"Query:INSERT INTO ""tbl_users"" (""user_name"", ""password"", ""city"", ""role"", ""email"") VALUES ('dsfdsfdsf', 'dsfdsfdsf', 'banglore', 'parent', NULL)",37,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:42:16",DEBUG,--,"error00000|1048|Column 'email' cannot be null",38,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:42:27",DEBUG,--,"Query:INSERT INTO ""tbl_users"" (""user_name"", ""password"", ""city"", ""role"", ""email"") VALUES ('dsfdsfdsf', 'dsfdsfdsf', 'banglore', 'parent', NULL)",37,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:42:27",DEBUG,--,"error00000|1048|Column 'email' cannot be null",38,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:42:30",DEBUG,--,"Query:INSERT INTO ""tbl_users"" (""user_name"", ""password"", ""city"", ""role"", ""email"") VALUES ('dsfdsfdsf', 'dsfdsfdsf', 'banglore', 'parent', NULL)",37,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:42:30",DEBUG,--,"error00000|1048|Column 'email' cannot be null",38,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:43:21",DEBUG,--,"Query:INSERT INTO ""tbl_users"" (""user_name"", ""password"", ""city"", ""role"", ""email"") VALUES (NULL, NULL, NULL, NULL, NULL)",37,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:43:21",DEBUG,--,error,38,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:44:15",DEBUG,--,"Query:INSERT INTO ""tbl_users"" (""user_name"", ""password"", ""city"", ""role"", ""email"") VALUES ('abhijit Kumar Roy', '@Nic71201', 'new-delhi', 'school_rep', 'abhijitr@philips.com')",37,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:44:15",DEBUG,--,error,38,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:45:28",DEBUG,--,"Query:INSERT INTO ""tbl_users"" (""user_name"", ""password"", ""city"", ""role"", ""email"") VALUES (NULL, 'dksjhkjdsh', 'banglore', 'student', 'gta4roy@gmail.com')",37,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:45:28",DEBUG,--,error,38,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:45:36",DEBUG,--,"Query:INSERT INTO ""tbl_users"" (""user_name"", ""password"", ""city"", ""role"", ""email"") VALUES ('fdgfdgfdg', 'dksjhkjdsh', 'banglore', 'student', '')",37,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:45:36",DEBUG,--,error,38,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:45:39",DEBUG,--,"Query:INSERT INTO ""tbl_users"" (""user_name"", ""password"", ""city"", ""role"", ""email"") VALUES ('fdgfdgfdg', 'dksjhkjdsh', 'banglore', 'student', '')",37,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:45:39",DEBUG,--,error,38,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:46:40",DEBUG,--,"Query:INSERT INTO ""tbl_users"" (""user_name"", ""password"", ""city"", ""role"", ""email"") VALUES ('fdgfdgfdg', 'dksjhkjdsh', 'banglore', 'student', '')",37,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:46:40",DEBUG,--,error,38,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:46:45",DEBUG,--,"Query:INSERT INTO ""tbl_users"" (""user_name"", ""password"", ""city"", ""role"", ""email"") VALUES ('wrerewrew', 'dksjhkjdsh', 'banglore', 'student', '')",37,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:46:45",DEBUG,--,error,38,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:47:16",DEBUG,--,"Query:INSERT INTO ""tbl_users"" (""user_name"", ""password"", ""city"", ""role"", ""email"") VALUES ('wrerewrew', 'dksjhkjdsh', 'banglore', 'student', '')",37,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:47:16",DEBUG,--,error,38,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:47:33",DEBUG,--,"Query:INSERT INTO ""tbl_users"" (""user_name"", ""password"", ""city"", ""role"", ""email"") VALUES ('dsfdsfdsfdsf', 'dksjhkjdsh', 'banglore', 'student', '')",37,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:47:33",DEBUG,--,error,38,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:48:45",DEBUG,--,"Query:INSERT INTO ""tbl_users"" (""user_name"", ""password"", ""city"", ""role"", ""email"") VALUES ('dsfdsfdsfdsf', '', 'banglore', 'student', '')",37,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:48:45",DEBUG,--,error,38,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:48:49",DEBUG,--,"Query:INSERT INTO ""tbl_users"" (""user_name"", ""password"", ""city"", ""role"", ""email"") VALUES ('fdgdfgdf', '', 'banglore', 'student', '')",37,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:48:49",DEBUG,--,error,38,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:56:41",DEBUG,--,"blank input from the user",21,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:57:12",DEBUG,--,"blank input from the user",21,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:57:21",DEBUG,--,"blank input from the user",21,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:57:36",DEBUG,--,"blank input from the user",21,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:58:06",DEBUG,--,"Query:INSERT INTO ""tbl_users"" (""user_name"", ""password"", ""city"", ""role"", ""email"") VALUES ('Harshal Deelip Doshi', 'dhfgsdjgh', 'chennai', 'school_rep', 'deelip@gmail.com')",49,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:58:06",DEBUG,--,error,50,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:58:17",DEBUG,--,"Query:INSERT INTO ""tbl_users"" (""user_name"", ""password"", ""city"", ""role"", ""email"") VALUES ('Harshal Deelip Doshi', 'dhfgsdjgh', 'chennai', 'school_rep', 'deelip@gmail.com')",49,/var/www/html/start/pages/js/school_app/api/signup.php
"2016-03-03 21:58:17",DEBUG,--,error,50,/var/www/html/start/pages/js/school_app/api/signup.php
